[SEND] sair
49	0	0	49	1	0.00
0	0	0	0	1	0.00
15	0	0	15	1	-4.56
4	0	0	4	1	-5.77
4	0	0	4	1	-6.98
4	0	0	4	1	-8.20
4	0	0	4	1	-9.41
4	0	0	4	1	-10.62
4	0	0	4	1	-11.84
4	0	0	4	1	-13.05
4	0	0	4	1	-14.26
[SEND] 030
4	0	0	4	1	-15.48
4	30	30	4	16	0.00
4	30	30	4	32	0.00
4	30	30	4	48	0.00
13	30	30	13	58	0.00
22	30	30	22	63	2.43
28	30	30	28	64	3.04
31	30	30	31	64	2.73
32	30	30	32	63	2.13
32	30	30	32	62	1.52
32	30	30	32	61	0.91
32	30	30	32	59	0.31
32	30	30	32	58	-0.30
32	30	30	32	57	-0.91
32	30	30	32	56	-1.51
32	30	30	32	54	-2.12
32	30	30	32	53	-2.73
32	30	30	32	52	-3.33
32	30	30	32	50	-3.94
32	30	30	32	49	-4.55
32	30	30	32	47	-5.16
32	30	30	32	46	-5.76
[SEND] 100
32	30	30	32	44	-6.37
32	100	100	32	86	0.00
32	100	100	32	128	0.00
45	100	100	45	150	0.00
67	100	100	67	150	0.00
85	100	100	85	150	4.55
86	100	100	86	150	8.79
87	100	100	87	150	12.74
87	100	100	87	150	16.70
87	100	100	87	150	20.64
87	100	100	87	150	24.60
87	100	100	87	150	28.55
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
87	100	100	87	150	30.00
88	100	100	88	150	30.00
88	100	100	88	150	30.00
88	100	100	88	150	30.00
88	100	100	88	150	30.00
88	100	100	88	150	30.00
88	100	100	88	150	30.00
88	100	100	88	150	30.00
88	100	100	88	150	30.00
88	100	100	88	150	30.00
89	100	100	89	150	30.00
89	100	100	89	150	30.00
89	100	100	89	150	30.00
89	100	100	89	150	30.00
89	100	100	89	150	30.00
89	100	100	89	150	30.00
89	100	100	89	150	30.00
[SEND] 080
89	100	100	89	150	30.00
89	80	80	89	145	27.17
89	80	80	89	141	24.44
89	80	80	89	137	22.30
89	80	80	89	133	19.57
89	80	80	89	128	16.83
89	80	80	89	123	14.11
87	80	80	87	120	11.98
84	80	80	84	118	10.77
84	80	80	84	116	9.55
81	80	80	81	116	9.25
81	80	80	81	116	8.95
80	80	80	80	116	8.95
80	80	80	80	117	8.95
80	80	80	80	117	8.95
80	80	80	80	117	8.95
80	80	80	80	118	8.95
80	80	80	80	118	8.95
80	80	80	80	119	8.95
80	80	80	80	119	8.95
80	80	80	80	120	8.95
80	80	80	80	120	8.95
80	80	80	80	121	8.95
80	80	80	80	121	8.95
80	80	80	80	121	8.95
[SEND] 020
80	80	80	80	122	8.95
80	20	20	80	85	0.00
80	20	20	80	49	0.00
58	20	20	58	25	0.00
35	20	20	35	16	-4.55
18	20	20	18	17	-3.94
14	20	20	14	20	-2.12
14	20	20	14	24	-0.30
14	20	20	14	28	1.52
14	20	20	14	31	3.33
14	20	20	14	35	5.15
14	20	20	14	39	6.97
14	20	20	14	43	8.79
16	20	20	16	46	10.00
19	20	20	19	47	10.30
20	20	20	20	48	10.30
22	20	20	22	47	9.70
22	20	20	22	46	9.09
23	20	20	23	45	8.18
23	20	20	23	44	7.27
23	20	20	23	42	6.36
23	20	20	23	41	5.45
24	20	20	24	38	4.24
25	20	20	25	35	2.72
25	20	20	25	33	1.21
25	20	20	25	29	-0.31
[SEND] 001
24	20	20	24	27	-1.52
22	1	1	22	14	0.00
21	1	1	21	2	0.00
11	1	1	11	1	-3.03
4	1	1	4	1	-3.94
4	1	1	4	1	-4.85
4	1	1	4	1	-5.76
4	1	1	4	1	-6.67
4	1	1	4	1	-7.58
4	1	1	4	1	-8.49
4	1	1	4	1	-9.40
4	1	1	4	1	-10.31
4	1	1	4	1	-11.22
4	1	1	4	1	-12.13
4	1	1	4	1	-13.04
4	1	1	4	1	-13.95
4	1	1	4	1	-14.86
4	1	1	4	1	-15.77
4	1	1	4	1	-16.67
4	1	1	4	1	-17.59
4	1	1	4	1	-18.50
4	1	1	4	1	-19.41
4	1	1	4	1	-20.32
4	1	1	4	1	-21.23
4	1	1	4	1	-22.13
4	1	1	4	1	-23.04
4	1	1	4	1	-23.95
4	1	1	4	1	-24.86
4	1	1	4	1	-25.78
4	1	1	4	1	-26.49
4	1	1	4	1	-27.40
4	1	1	4	1	-28.31
4	1	1	4	1	-29.21
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
4	1	1	4	1	-30.00
0	1	1	0	1	-29.70
0	1	1	0	1	-29.39
0	1	1	0	1	-29.09
0	1	1	0	1	-28.79
0	1	1	0	1	-28.48
0	1	1	0	1	-28.18
0	1	1	0	1	-27.88
0	1	1	0	1	-27.57
0	1	1	0	1	-27.27
0	1	1	0	1	-26.97
0	1	1	0	1	-26.66
0	1	1	0	1	-26.36
0	1	1	0	1	-26.06
0	1	1	0	1	-25.75
0	1	1	0	1	-25.45
0	1	1	0	1	-25.15
0	1	1	0	1	-24.84
0	1	1	0	1	-24.54
0	1	1	0	1	-24.24
0	1	1	0	1	-23.93
0	1	1	0	1	-23.63
0	1	1	0	1	-23.33
0	1	1	0	1	-23.02
0	1	1	0	1	-22.72
0	1	1	0	1	-22.42
0	1	1	0	1	-22.11
0	1	1	0	1	-21.81
0	1	1	0	1	-21.51
0	1	1	0	1	-21.20
0	1	1	0	1	-20.90
0	1	1	0	1	-20.60
0	1	1	0	1	-20.29
0	1	1	0	1	-19.99
0	1	1	0	1	-19.69
0	1	1	0	1	-19.38
0	1	1	0	1	-19.08
0	1	1	0	1	-18.78
